uwbtime,uwbx,uwby,uwbz
5.82861,1.30483,0.0239338,1.58229
5.84503,1.3071,0.02542,1.58659
5.8618,1.31165,0.02623,1.59187
5.89511,1.31619,0.028669,1.60157
5.91152,1.31896,0.0290628,1.60661
5.92816,1.32077,0.0295564,1.6117
5.94477,1.32014,0.0310523,1.61763
5.96155,1.31954,0.0313272,1.62219
5.97825,1.31969,0.0302599,1.62576
5.99466,1.31945,0.0298491,1.62985
6.01127,1.31967,0.0291663,1.63437
6.028,1.32056,0.0289368,1.63844
6.04471,1.32034,0.029178,1.64341
6.06114,1.32083,0.0285311,1.64939
6.07802,1.32064,0.0285372,1.65598
6.09441,1.32143,0.0289112,1.66323
6.11128,1.32086,0.029741,1.67051
6.12784,1.31924,0.0301902,1.677
6.14426,1.31954,0.031206,1.68282
6.16089,1.31916,0.0325304,1.68881
6.17769,1.31835,0.0332637,1.69382
6.19434,1.31647,0.034482,1.69925
6.21076,1.31364,0.035935,1.70347
6.22739,1.31099,0.0365439,1.70864
6.24406,1.31033,0.0364813,1.7131
6.26082,1.30976,0.0350686,1.71674
6.27727,1.3107,0.0352433,1.71974
6.29387,1.31139,0.0361305,1.72201
6.31079,1.31151,0.0364426,1.72378
6.32733,1.3117,0.0360156,1.72518
6.34404,1.31453,0.0351337,1.72619
6.36037,1.31529,0.0331085,1.72606
6.377,1.31597,0.0301653,1.72667
6.39381,1.31558,0.0269471,1.72647
6.41045,1.31472,0.0255614,1.726
6.44412,1.31738,0.0252432,1.72896
6.47694,1.31714,0.024639,1.73286
6.49374,1.31636,0.0264801,1.73396
6.51001,1.31577,0.02771,1.73501
6.52685,1.31628,0.0268288,1.73626
6.54345,1.31792,0.0248797,1.73693
6.56006,1.31858,0.0242901,1.73685
6.57648,1.319,0.0232322,1.73633
6.59312,1.31838,0.0225058,1.73659
6.6099,1.31729,0.0213172,1.73733
6.62646,1.31581,0.0202864,1.73716
6.64299,1.31534,0.0198936,1.73664
6.65961,1.31561,0.0199439,1.7369
6.67622,1.31634,0.0196046,1.73685
6.69306,1.3167,0.0188956,1.73701
6.7097,1.31828,0.0181119,1.73659
6.72611,1.32056,0.0163036,1.7362
6.75948,1.32341,0.016133,1.73905
6.77625,1.32296,0.0143812,1.73898
6.79259,1.3214,0.0142619,1.7387
6.80988,1.32041,0.01363,1.73808
6.82619,1.31944,0.0139536,1.73648
6.84265,1.3164,0.013557,1.73581
6.87571,1.31445,0.0134923,1.73673
6.89237,1.31172,0.0120965,1.73554
6.9258,1.31131,0.0126147,1.73773
6.94224,1.31136,0.0131864,1.73729
6.95884,1.30863,0.0138983,1.73751
6.99229,1.30893,0.0147022,1.73968
7.00872,1.30669,0.0141037,1.7395
7.02535,1.30597,0.0135493,1.73849
7.04196,1.30668,0.0149394,1.7385
7.07521,1.30836,0.0151462,1.74021
7.09183,1.31046,0.0158961,1.73979
7.10846,1.31127,0.0174633,1.74013
7.14183,1.31103,0.021212,1.74409
7.15833,1.31015,0.0221194,1.74527
7.17514,1.31017,0.0231083,1.74615
7.19164,1.30813,0.0254636,1.74557
7.20835,1.30724,0.0267768,1.74556
7.22485,1.30826,0.0272695,1.74403
7.24144,1.31023,0.0270363,1.74281
7.25807,1.31297,0.0267225,1.7423
7.27489,1.31512,0.0258401,1.74186
7.29151,1.31628,0.0261539,1.74147
7.30794,1.31594,0.02471,1.73985
7.32456,1.31435,0.0247278,1.73969
7.3413,1.31262,0.0253768,1.74046
7.35802,1.31089,0.0251272,1.7413
7.37446,1.31009,0.0261588,1.74144
7.39107,1.31039,0.0270971,1.74026
7.40779,1.31144,0.0283099,1.73866
7.4245,1.31252,0.0298337,1.73687
7.44093,1.31329,0.0308708,1.73452
7.45757,1.31315,0.0313293,1.73226
7.4742,1.3115,0.0313276,1.73102
7.491,1.30956,0.0308187,1.72881
7.50762,1.30995,0.0313207,1.72642
7.52405,1.30854,0.0317603,1.72478
7.54084,1.30786,0.0326038,1.72394
7.55739,1.30723,0.0324103,1.72326
7.57415,1.30635,0.0317056,1.72324
7.59058,1.30585,0.0313513,1.72359
7.60717,1.30413,0.031526,1.7228
7.62382,1.30403,0.0320793,1.72124
7.64061,1.30319,0.0328352,1.72069
7.6572,1.3045,0.0313966,1.71985
7.67367,1.30481,0.0305302,1.71976
7.69029,1.30548,0.029077,1.71947
7.70706,1.30522,0.0265824,1.72014
7.72373,1.30696,0.0251049,1.72212
7.74016,1.30778,0.0226643,1.72238
7.75685,1.30976,0.0213726,1.72257
7.77349,1.31058,0.0196951,1.72191
7.79027,1.31248,0.0179672,1.71995
7.80666,1.31218,0.017185,1.71795
7.82328,1.313,0.0185557,1.71772
7.83993,1.31281,0.0192132,1.71715
7.85673,1.31319,0.0186141,1.71674
7.87315,1.31337,0.0192777,1.71523
7.88978,1.31493,0.0210976,1.71331
7.90641,1.31457,0.0225196,1.7114
7.92321,1.31433,0.0239724,1.70964
7.93985,1.31305,0.02442,1.70806
7.95629,1.31382,0.0244556,1.70786
7.97289,1.31483,0.0241582,1.70633
7.98954,1.31686,0.0247919,1.70557
8.00634,1.31693,0.0253854,1.70467
8.02277,1.31798,0.0257062,1.70497
8.0394,1.31771,0.0249822,1.70479
8.0728,1.31874,0.024597,1.70593
8.08949,1.31767,0.0239417,1.70622
8.10588,1.31693,0.0235144,1.70729
8.12251,1.3156,0.0242838,1.70767
8.13927,1.31529,0.0241131,1.70861
8.17238,1.31481,0.0257689,1.71066
8.20568,1.31426,0.0264892,1.71195
8.22251,1.31252,0.0273526,1.71248
8.2555,1.31248,0.0281894,1.71398
8.27225,1.31346,0.0285802,1.71509
8.28888,1.31508,0.0296656,1.71481
8.3056,1.31492,0.0309443,1.71344
8.32256,1.31346,0.0303527,1.71173
8.33862,1.31098,0.0306786,1.71063
8.35531,1.30947,0.0308421,1.70941
8.37207,1.30955,0.0299299,1.70671
8.40512,1.30874,0.0313485,1.70658
8.42176,1.30802,0.0319196,1.7059
8.43858,1.30726,0.0313429,1.70458
8.45518,1.30743,0.0313911,1.70448
8.47161,1.3073,0.0335497,1.70331
8.48825,1.30686,0.0346466,1.70292
8.50498,1.30495,0.0351505,1.70196
8.52169,1.30241,0.0351678,1.70084
8.53811,1.30073,0.0358543,1.70111
8.55473,1.29984,0.0377069,1.70226
8.57139,1.29972,0.0374751,1.70368
8.58818,1.3005,0.0375652,1.70444
8.60462,1.3004,0.0363722,1.70491
8.62124,1.30106,0.0370185,1.70522
8.63785,1.30047,0.0371876,1.70528
8.65467,1.30088,0.036935,1.70486
8.6713,1.30045,0.0380428,1.70498
8.68812,1.29903,0.0385241,1.70366
8.70436,1.29627,0.0396845,1.70225
8.72108,1.29512,0.0398251,1.70039
8.73778,1.29444,0.0391105,1.70025
8.75422,1.29323,0.0377208,1.69922
8.77086,1.29506,0.0362977,1.69746
8.78764,1.2969,0.0350705,1.69505
8.8043,1.29782,0.0358382,1.69358
8.82092,1.2973,0.037322,1.69297
8.83734,1.29775,0.0373451,1.69167
8.85396,1.29818,0.0369558,1.69014
8.87074,1.30039,0.0361419,1.6883
8.88742,1.30126,0.0332979,1.68681
8.90384,1.30162,0.030997,1.685
8.92046,1.30077,0.0319244,1.68373
8.93712,1.29966,0.0325711,1.6812
8.95389,1.29982,0.0323574,1.68036
8.97035,1.29883,0.0332656,1.681
9.00359,1.30062,0.0334225,1.68161
9.02038,1.30106,0.033333,1.6816
9.03703,1.30164,0.0332267,1.68077
9.05362,1.30199,0.0327797,1.68074
9.07011,1.3024,0.0314968,1.68138
9.08681,1.30186,0.0316179,1.68127
9.10351,1.30287,0.0298994,1.68129
9.11997,1.30352,0.0291038,1.68094
9.13657,1.30521,0.0293946,1.68063
9.15321,1.30717,0.0289641,1.68015
9.17007,1.30835,0.0270865,1.67996
9.18644,1.31138,0.0253954,1.67902
9.20308,1.31309,0.0237681,1.67734
9.2365,1.31623,0.0244785,1.6775
9.25316,1.31624,0.0237372,1.67583
9.26957,1.31505,0.024606,1.6747
9.28619,1.31439,0.025198,1.67435
9.30294,1.31277,0.0246098,1.67466
9.31959,1.31183,0.0231462,1.67358
9.33606,1.31041,0.0212729,1.67134
9.35269,1.31019,0.0207604,1.66836
9.36931,1.30902,0.0196783,1.66632
9.38613,1.31021,0.0180055,1.66377
9.40277,1.31013,0.0160037,1.66115
9.41918,1.30933,0.0146081,1.65909
9.43581,1.30866,0.0141426,1.65748
9.45256,1.3101,0.0128273,1.65601
9.46928,1.30894,0.0130901,1.65517
9.48567,1.30785,0.0136788,1.65334
9.5023,1.30678,0.0141196,1.65159
9.53575,1.30599,0.0169769,1.65099
9.56879,1.30593,0.0202421,1.64918
9.58542,1.30321,0.0229187,1.64717
9.60222,1.3005,0.025667,1.64549
9.61886,1.29875,0.026764,1.6442
9.6353,1.29763,0.0291088,1.6429
9.65195,1.29539,0.0319643,1.64273
9.66862,1.29287,0.0369476,1.64254
9.68537,1.29217,0.0422977,1.64272
9.70178,1.28951,0.047648,1.64263
9.71842,1.28607,0.0512284,1.6423
9.73507,1.2833,0.0533379,1.6404
9.76828,1.28063,0.0585847,1.63933
9.78491,1.27641,0.0619355,1.638
9.80154,1.27403,0.0662876,1.63514
9.81839,1.27171,0.070637,1.63263
9.835,1.26991,0.0751719,1.63129
9.8514,1.26738,0.0798709,1.63038
9.86802,1.26747,0.085359,1.6294
9.88492,1.26844,0.0929852,1.62794
9.90148,1.26875,0.0989494,1.62576
9.91791,1.26845,0.104537,1.62399
9.93457,1.26691,0.109728,1.62285
9.95114,1.26344,0.115721,1.62061
9.96796,1.26192,0.121727,1.62001
9.98439,1.25945,0.126775,1.6196
10.001,1.25824,0.131356,1.61962
10.0176,1.25785,0.137974,1.61834
10.0344,1.25809,0.144892,1.6183
10.0511,1.25889,0.150161,1.61875
10.0675,1.25899,0.155387,1.61958
10.0842,1.25886,0.161708,1.62068
10.1008,1.25894,0.169102,1.62158
10.1176,1.25758,0.178294,1.62239
10.134,1.25636,0.187297,1.62328
10.1506,1.25456,0.196229,1.62392
10.1673,1.25372,0.2048,1.62466
10.1841,1.25314,0.214398,1.62565
10.2008,1.25228,0.223583,1.62651
10.2171,1.25013,0.23264,1.62768
