uwbtime,uwbx,uwby,uwbz
9.58542,1.2857,-0.00696816,1.63154
9.60222,1.28381,-0.00282326,1.63152
9.61886,1.28468,-0.00121478,1.63277
9.6353,1.28506,0.00542972,1.63088
9.65195,1.2818,0.010596,1.63498
9.66862,1.27924,0.0181582,1.63276
9.68537,1.28143,0.0234904,1.63445
9.70178,1.27594,0.0304603,1.63153
9.71842,1.27161,0.0344842,1.62988
9.73507,1.26898,0.0401342,1.6187
9.76828,1.26482,0.0440809,1.61778
9.78491,1.26041,0.0502,1.61683
9.80154,1.26015,0.0591636,1.60731
9.81839,1.25772,0.0655096,1.60741
9.835,1.25722,0.0703067,1.61204
9.8514,1.25441,0.0758721,1.61265
9.86802,1.25901,0.0819193,1.61194
9.88492,1.26096,0.0915562,1.60787
9.90148,1.25903,0.0969794,1.60286
9.91791,1.2574,0.102914,1.60339
9.93457,1.25396,0.107304,1.6045
9.95114,1.24689,0.114539,1.59631
9.96796,1.24823,0.12092,1.60414
9.98439,1.24451,0.126985,1.60416
10.001,1.24525,0.131745,1.60627
10.0176,1.24505,0.141521,1.5986
10.0344,1.24617,0.149441,1.60412
10.0511,1.24698,0.154004,1.60674
10.0675,1.24532,0.159628,1.60848
10.0842,1.24407,0.167523,1.60988
10.1008,1.24383,0.175868,1.60955
10.1176,1.24102,0.18579,1.60885
10.134,1.24104,0.19429,1.61038
10.1506,1.23957,0.20248,1.60969
10.1673,1.24034,0.209356,1.6112
10.1841,1.24033,0.218353,1.61268
10.2008,1.2388,0.225971,1.61261
10.2171,1.23494,0.234834,1.61436
10.2338,1.24107,0.243863,1.62114
10.2506,1.23958,0.253691,1.61757
10.2672,1.23937,0.263967,1.61926
10.2836,1.23762,0.273012,1.6191
10.3003,1.23993,0.279295,1.62186
10.3169,1.24205,0.287132,1.62188
10.3337,1.24047,0.294386,1.62081
10.3503,1.23838,0.303107,1.62173
10.3667,1.23891,0.309528,1.62252
10.3834,1.2384,0.318605,1.62875
10.4001,1.23229,0.328412,1.6274
10.4168,1.22955,0.331472,1.62992
10.4332,1.2287,0.337523,1.63072
10.4499,1.22418,0.342046,1.62455
10.4665,1.22083,0.347992,1.61851
10.4833,1.21988,0.355839,1.62048
10.4997,1.2205,0.361015,1.61922
10.5164,1.21742,0.370712,1.61397
10.5498,1.21776,0.381472,1.60906
10.5665,1.21617,0.389168,1.61272
10.5829,1.21627,0.395932,1.61472
10.5995,1.21308,0.402437,1.61667
10.6162,1.21425,0.409283,1.61473
10.6329,1.20853,0.417572,1.6145
10.6494,1.20697,0.425407,1.61164
10.666,1.20288,0.431428,1.60248
10.6826,1.19962,0.43959,1.59973
10.6994,1.20007,0.447007,1.60213
10.7158,1.19869,0.450952,1.59564
10.7325,1.19667,0.460205,1.59445
10.7491,1.19897,0.46566,1.59883
10.7662,1.19462,0.471724,1.59808
10.7826,1.19084,0.476516,1.60054
10.8158,1.18202,0.489965,1.59658
10.8326,1.17886,0.494715,1.6
10.849,1.18048,0.500928,1.60635
10.8655,1.17949,0.507449,1.61263
10.8822,1.17759,0.514716,1.61597
10.899,1.17412,0.520132,1.61837
10.9155,1.16652,0.521819,1.62055
10.9324,1.16254,0.527132,1.61843
10.9486,1.15702,0.528026,1.6218
10.9652,1.15352,0.532128,1.62042
10.982,1.1494,0.536841,1.62
10.9986,1.14782,0.543174,1.62086
