uwbtime,uwbx,uwby,uwbz
10.5995,1.19432,0.397056,1.64216
10.6162,1.23607,0.40765,1.59699
10.6329,1.16577,0.429177,1.61639
10.6494,1.20456,0.43629,1.58434
10.666,1.17754,0.421399,1.50684
10.6826,1.18348,0.450103,1.57936
10.6994,1.21958,0.449729,1.64027
10.7158,1.1986,0.423821,1.53246
10.7325,1.1914,0.480921,1.59404
10.7491,1.23567,0.449052,1.66146
10.7662,1.16608,0.461265,1.60055
10.7826,1.16974,0.454302,1.63943
10.8158,1.1337,0.488441,1.57237
10.8326,1.16779,0.471714,1.64654
10.849,1.21246,0.493231,1.68248
10.8655,1.18577,0.506985,1.6858
10.8822,1.17638,0.516853,1.65517
10.899,1.15906,0.505513,1.6461
10.9155,1.11448,0.473757,1.64497
10.9324,1.14667,0.514514,1.59443
10.9486,1.12577,0.478534,1.65946
10.9652,1.14379,0.511253,1.60366
10.982,1.13343,0.52147,1.61453
10.9986,1.15692,0.542532,1.63031
11.0151,1.13952,0.550214,1.6526
11.0317,1.14154,0.578786,1.6282
11.0484,1.09594,0.600777,1.57639
11.0651,1.09095,0.558589,1.60773
11.0816,1.10849,0.583208,1.63558
11.0982,1.09028,0.58632,1.55274
11.1148,1.10264,0.584951,1.63938
11.1316,1.13774,0.583143,1.63906
11.1483,1.11269,0.633989,1.63749
11.1647,1.07186,0.631568,1.60237
11.1813,1.08109,0.633843,1.58909
11.1981,1.11998,0.605957,1.56965
11.2148,1.06331,0.623291,1.51838
11.2312,1.08673,0.664859,1.55175
11.2478,1.05596,0.644903,1.6465
11.2644,1.10042,0.632064,1.68927
11.2813,1.04572,0.682072,1.62014
11.2977,1.07866,0.629211,1.68829
11.3143,1.07758,0.687887,1.60756
11.3309,1.05159,0.674739,1.64101
11.3478,1.02235,0.655138,1.65484
11.3643,1.08652,0.710866,1.65192
11.3808,1.02098,0.694274,1.55968
11.3977,1.04505,0.715378,1.62039
11.4141,1.04143,0.686078,1.59485
11.4309,1.03893,0.690216,1.61
11.4473,1.03604,0.704051,1.62178
11.4639,1.02118,0.72186,1.54903
11.4806,1.01973,0.681647,1.62415
11.4974,1.0271,0.686109,1.61801
11.514,0.983855,0.717277,1.53393
11.5304,1.02196,0.753196,1.59453
11.5471,1.00182,0.707332,1.63537
11.5638,1.00642,0.735697,1.59856
11.5805,0.974739,0.688296,1.56343
11.5969,1.00965,0.762553,1.62587
11.6135,1.0255,0.733009,1.68204
11.647,0.981074,0.769218,1.57641
11.68,0.954036,0.790205,1.55252
11.6967,0.972202,0.743687,1.50617
11.7134,0.972389,0.768606,1.63001
11.7301,0.992061,0.756798,1.62512
11.7465,0.955411,0.809357,1.66491
11.7632,0.984536,0.794927,1.63514
11.7798,0.984584,0.772169,1.60551
11.7966,0.953299,0.794549,1.66665
11.813,0.964862,0.786977,1.54147
11.8296,0.961959,0.842681,1.6073
11.8463,0.914886,0.801629,1.63988
11.8634,0.957621,0.831733,1.65202
11.8796,0.933097,0.874731,1.58774
11.8962,0.934689,0.827819,1.64008
